Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2018,Hamilton,IN,Passenger,1,0,1,51,52,1.92
April 30 2017,Collier,FL,Passenger,1,0,1,21,22,4.55
October 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
August 31 2018,King,WA,Passenger,13801,5935,19736,1373050,1392786,1.42
November 30 2019,Spokane,WA,Truck,1,0,1,96180,96181,0.00
April 30 2018,Columbia,WA,Truck,0,0,0,1523,1523,0.00
July 31 2017,Bergen,NJ,Passenger,0,2,2,30,32,6.25
February 28 2019,Muskogee,OK,Passenger,0,1,1,2,3,33.33
August 31 2023,Benton,WA,Passenger,1208,594,1802,135143,136945,1.32
March 31 2024,Ferry,WA,Passenger,27,4,31,4284,4315,0.72
October 31 2021,Garfield,WA,Truck,0,0,0,997,997,0.00
February 28 2019,Prince George's,MD,Passenger,1,1,2,191,193,1.04
January 31 2022,Yamhill,OR,Passenger,1,0,1,37,38,2.63
April 30 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
November 30 2022,Adams,WA,Truck,1,0,1,5396,5397,0.02
April 30 2019,Benton,WA,Truck,0,0,0,41650,41650,0.00
May 31 2023,Los Angeles,CA,Passenger,6,3,9,727,736,1.22
February 28 2019,Pacific,WA,Truck,0,0,0,7628,7628,0.00
September 30 2019,Shelby,TN,Passenger,0,1,1,98,99,1.01
March 31 2022,Alameda,CA,Passenger,6,1,7,224,231,3.03
June 30 2017,Allegheny,PA,Passenger,1,0,1,93,94,1.06
July 31 2023,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
June 30 2020,Greene,MO,Passenger,0,1,1,37,38,2.63
September 30 2022,Collier,FL,Passenger,1,0,1,15,16,6.25
August 31 2019,King,WA,Truck,6,1,7,182193,182200,0.00
July 31 2021,Allen,IN,Passenger,1,0,1,20,21,4.76
August 31 2021,Kauai,HI,Passenger,1,0,1,21,22,4.55
October 31 2021,Boulder,CO,Passenger,2,1,3,46,49,6.12
August 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
June 30 2017,Lewis,WA,Passenger,51,36,87,55550,55637,0.16
August 31 2022,Monterey,CA,Passenger,0,3,3,148,151,1.99
November 30 2017,Walla Walla,WA,Truck,0,0,0,13310,13310,0.00
December 31 2018,Stevens,WA,Truck,0,0,0,18754,18754,0.00
January 31 2017,Duval,FL,Passenger,1,1,2,372,374,0.53
June 30 2024,Tarrant,TX,Passenger,2,0,2,83,85,2.35
June 30 2024,Anne Arundel,MD,Passenger,7,2,9,270,279,3.23
August 31 2022,El Dorado,CA,Passenger,1,0,1,28,29,3.45
August 31 2018,Cameron,TX,Passenger,1,0,1,31,32,3.12
October 31 2024,San Diego,CA,Truck,1,0,1,348,349,0.29
March 31 2023,Botetourt,VA,Passenger,1,0,1,0,1,100.00
January 31 2019,Grays Harbor,WA,Truck,0,0,0,20311,20311,0.00
December 31 2019,Lewis,WA,Truck,0,0,0,26083,26083,0.00
December 31 2023,Ferry,WA,Truck,0,0,0,3534,3534,0.00
August 31 2017,Utah,UT,Passenger,0,1,1,157,158,0.63
July 31 2018,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
May 31 2024,Cache,UT,Passenger,1,0,1,9,10,10.00
April 30 2017,Benton,WA,Truck,0,0,0,39887,39887,0.00
June 30 2022,Pacific,WA,Passenger,61,71,132,15862,15994,0.83
May 31 2018,Adams,WA,Passenger,5,5,10,12589,12599,0.08
March 31 2022,Honolulu,HI,Passenger,5,5,10,404,414,2.42
February 28 2022,Hawaii,HI,Passenger,1,0,1,45,46,2.17
June 30 2023,Bartow,GA,Passenger,0,1,1,3,4,25.00
August 31 2017,San Diego,CA,Passenger,6,2,8,2671,2679,0.30
May 31 2017,Clark,NV,Passenger,2,2,4,864,868,0.46
November 30 2021,Queens,NY,Passenger,1,0,1,51,52,1.92
June 30 2023,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
December 31 2021,Marin,CA,Passenger,1,1,2,41,43,4.65
October 31 2023,Newport,RI,Passenger,0,2,2,59,61,3.28
April 30 2022,New Haven,CT,Passenger,0,2,2,32,34,5.88
November 30 2021,Hamilton,OH,Passenger,1,0,1,41,42,2.38
April 30 2022,Chelan,WA,Passenger,447,124,571,54469,55040,1.04
May 31 2022,San Mateo,CA,Passenger,3,0,3,96,99,3.03
June 30 2021,Newport,RI,Passenger,0,1,1,79,80,1.25
September 30 2019,Juneau,AK,Passenger,0,2,2,32,34,5.88
December 31 2021,Snohomish,WA,Truck,2,0,2,125363,125365,0.00
February 28 2021,Spokane,WA,Truck,0,0,0,100939,100939,0.00
December 31 2017,Benton,WA,Truck,0,0,0,40574,40574,0.00
December 31 2018,Norfolk,VA,Passenger,2,2,4,336,340,1.18
March 31 2017,Shelby,TN,Passenger,0,1,1,113,114,0.88
July 31 2021,Sedgwick,KS,Passenger,0,1,1,87,88,1.14
June 30 2020,Dallas,TX,Passenger,1,0,1,210,211,0.47
December 31 2018,St. Clair,IL,Passenger,0,1,1,169,170,0.59
June 30 2017,Stevens,WA,Truck,0,0,0,18261,18261,0.00
August 31 2017,Mason,WA,Truck,0,0,0,19324,19324,0.00
April 30 2020,New London,CT,Passenger,1,1,2,235,237,0.84
November 30 2023,Douglas,CO,Passenger,0,2,2,48,50,4.00
March 31 2022,Sarasota,FL,Passenger,2,0,2,38,40,5.00
June 30 2020,Nassau,FL,Passenger,1,0,1,36,37,2.70
November 30 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
June 30 2017,Latah,ID,Passenger,0,1,1,107,108,0.93
February 28 2017,Hamilton,TN,Passenger,1,0,1,28,29,3.45
September 30 2021,Eagle,CO,Passenger,1,0,1,8,9,11.11
March 31 2019,Skagit,WA,Passenger,282,189,471,91303,91774,0.51
September 30 2019,San Juan,WA,Truck,0,0,0,5915,5915,0.00
March 31 2018,Hawaii,HI,Passenger,1,0,1,82,83,1.20
July 31 2023,New London,CT,Passenger,1,3,4,181,185,2.16
July 31 2019,Allegheny,PA,Passenger,2,0,2,86,88,2.27
February 28 2022,Queens,NY,Passenger,1,0,1,53,54,1.85
May 31 2018,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
January 31 2020,Spokane,WA,Passenger,683,466,1149,316570,317719,0.36
October 31 2021,Benton,WA,Truck,0,0,0,43691,43691,0.00
December 31 2021,Duval,FL,Passenger,0,2,2,341,343,0.58
March 31 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.50
April 30 2022,Franklin,OH,Passenger,1,0,1,68,69,1.45
March 31 2017,Allegheny,PA,Passenger,1,0,1,91,92,1.09
April 30 2019,Lee,FL,Passenger,1,0,1,53,54,1.85
April 30 2018,Norfolk,MA,Passenger,1,0,1,40,41,2.44
November 30 2018,Grays Harbor,WA,Truck,0,0,0,20329,20329,0.00
April 30 2024,Grays Harbor,WA,Truck,21,0,21,20775,20796,0.10
December 31 2022,Benton,WA,Truck,10,0,10,43287,43297,0.02
February 29 2024,Asotin,WA,Passenger,43,25,68,12258,12326,0.55
November 30 2019,Garfield,WA,Truck,0,0,0,963,963,0.00
January 31 2021,Muskogee,OK,Passenger,0,1,1,2,3,33.33
December 31 2022,El Paso,CO,Passenger,3,3,6,587,593,1.01
May 31 2021,Ferry,WA,Truck,0,0,0,3661,3661,0.00
February 29 2024,Prince William,VA,Passenger,2,4,6,150,156,3.85
November 30 2021,Monterey,CA,Passenger,0,3,3,161,164,1.83
May 31 2022,Rock Island,IL,Passenger,0,1,1,14,15,6.67
June 30 2019,Grant,WA,Passenger,41,61,102,64695,64797,0.16
March 31 2018,Cumberland,NC,Passenger,1,0,1,554,555,0.18
November 30 2018,Asotin,WA,Passenger,12,9,21,12722,12743,0.16
May 31 2019,Montgomery,MD,Passenger,1,0,1,287,288,0.35
March 31 2022,Anne Arundel,MD,Passenger,3,1,4,367,371,1.08
May 31 2017,Deschutes,OR,Passenger,1,0,1,203,204,0.49
July 31 2024,Leavenworth,KS,Passenger,1,1,2,65,67,2.99
June 30 2023,Jackson,OK,Passenger,0,1,1,41,42,2.38
September 30 2024,Polk,OR,Passenger,1,1,2,11,13,15.38
November 30 2023,Currituck,NC,Passenger,1,0,1,18,19,5.26
May 31 2017,Eagle,CO,Passenger,1,0,1,7,8,12.50
November 30 2017,King,WA,Truck,7,1,8,185452,185460,0.00
May 31 2023,Whitman,WA,Passenger,143,75,218,21903,22121,0.99
January 31 2020,Kittitas,WA,Passenger,93,47,140,30071,30211,0.46
October 31 2024,Chelan,WA,Truck,68,0,68,22221,22289,0.31
May 31 2019,Los Angeles,CA,Passenger,6,5,11,1137,1148,0.96
June 30 2020,Sacramento,CA,Passenger,1,1,2,287,289,0.69
July 31 2019,Maricopa,AZ,Passenger,8,6,14,1646,1660,0.84
December 31 2017,Orange,FL,Passenger,1,1,2,142,144,1.39
May 31 2023,Fairfax,VA,Passenger,9,2,11,609,620,1.77
October 31 2017,Latah,ID,Passenger,0,1,1,88,89,1.12
September 30 2024,Marion,IN,Passenger,1,0,1,20,21,4.76
August 31 2017,Grant,WA,Truck,0,0,0,25348,25348,0.00
February 29 2020,Grays Harbor,WA,Truck,0,0,0,20801,20801,0.00
May 31 2018,Lincoln,WA,Passenger,2,7,9,7640,7649,0.12
August 31 2017,Adams,WA,Passenger,3,3,6,12179,12185,0.05
September 30 2017,Norfolk,VA,Passenger,1,1,2,311,313,0.64
January 31 2022,Nueces,TX,Passenger,1,1,2,67,69,2.90
January 31 2020,Hawaii,HI,Passenger,1,0,1,65,66,1.52
December 31 2022,Stafford,VA,Passenger,2,1,3,90,93,3.23
September 30 2017,Klickitat,WA,Passenger,23,26,49,14778,14827,0.33
April 30 2024,El Paso,TX,Passenger,3,2,5,249,254,1.97
December 31 2020,Anchorage,AK,Passenger,1,0,1,154,155,0.65
September 30 2022,Fulton,GA,Passenger,1,1,2,79,81,2.47
July 31 2023,DeKalb,GA,Passenger,2,0,2,42,44,4.55
July 31 2022,Placer,CA,Passenger,2,0,2,78,80,2.50
August 31 2021,Flathead,MT,Passenger,2,0,2,54,56,3.57
April 30 2021,Lake,IL,Passenger,2,0,2,167,169,1.18
May 31 2017,Moore,NC,Passenger,0,1,1,198,199,0.50
October 31 2020,Nueces,TX,Passenger,1,0,1,88,89,1.12
January 31 2018,Sacramento,CA,Passenger,1,1,2,318,320,0.62
January 31 2020,Essex,MA,Passenger,1,0,1,26,27,3.70
August 31 2024,Montgomery,OH,Passenger,0,1,1,36,37,2.70
December 31 2018,Dale,AL,Passenger,0,1,1,53,54,1.85
January 31 2022,Travis,TX,Passenger,2,1,3,144,147,2.04
November 30 2021,Nueces,TX,Passenger,1,0,1,70,71,1.41
February 28 2022,Vigo,IN,Passenger,1,0,1,5,6,16.67
July 31 2019,Klickitat,WA,Passenger,35,33,68,15577,15645,0.43
February 28 2022,Bell,TX,Passenger,1,0,1,346,347,0.29
January 31 2021,Klickitat,WA,Truck,0,0,0,8107,8107,0.00
November 30 2020,Douglas,CO,Passenger,0,1,1,84,85,1.18
January 31 2022,Wahkiakum,WA,Truck,0,0,0,1814,1814,0.00
August 31 2024,Grays Harbor,WA,Passenger,472,255,727,47493,48220,1.51
October 31 2020,Chelan,WA,Truck,0,0,0,22750,22750,0.00
January 31 2024,New Haven,CT,Passenger,0,2,2,22,24,8.33
May 31 2023,Island,WA,Truck,28,0,28,20926,20954,0.13
August 31 2024,DuPage,IL,Passenger,3,1,4,25,29,13.79
July 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
November 30 2023,St. Louis,MN,Passenger,0,1,1,4,5,20.00
July 31 2022,Washington,MD,Passenger,2,0,2,13,15,13.33
March 31 2024,Pierce,WA,Passenger,10260,3359,13619,522408,536027,2.54
January 31 2023,New Haven,CT,Passenger,0,2,2,28,30,6.67
September 30 2024,Cumberland,NC,Passenger,3,2,5,263,268,1.87
May 31 2019,Whitman,WA,Truck,0,0,0,8551,8551,0.00
June 30 2020,Harrison,MS,Passenger,1,0,1,58,59,1.69
October 31 2023,Kootenai,ID,Truck,1,0,1,27,28,3.57
April 30 2021,Burlington,NJ,Passenger,0,1,1,128,129,0.78
January 31 2021,Skagit,WA,Passenger,519,243,762,91359,92121,0.83
December 31 2023,Kittitas,WA,Passenger,463,119,582,29406,29988,1.94
July 31 2019,Kitsap,WA,Truck,1,0,1,54115,54116,0.00
July 31 2020,Franklin,WA,Truck,0,0,0,20086,20086,0.00
September 30 2024,Pima,AZ,Passenger,1,0,1,136,137,0.73
June 30 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
October 31 2023,Lake,IN,Passenger,0,1,1,6,7,14.29
June 30 2023,Jefferson,WA,Passenger,558,256,814,24295,25109,3.24
July 31 2024,Lewis,WA,Passenger,486,407,893,59449,60342,1.48
November 30 2022,Skagit,WA,Passenger,906,352,1258,89277,90535,1.39
April 30 2021,Island,WA,Passenger,582,307,889,63056,63945,1.39
April 30 2020,Island,WA,Passenger,405,271,676,62741,63417,1.07
July 31 2023,Mason,WA,Passenger,467,212,679,46211,46890,1.45
February 28 2022,Franklin,WA,Truck,0,0,0,20897,20897,0.00
August 31 2024,Island,WA,Passenger,1581,557,2138,60318,62456,3.42
December 31 2017,Asotin,WA,Passenger,8,5,13,12512,12525,0.10
February 28 2021,Stafford,VA,Passenger,2,1,3,104,107,2.80
January 31 2018,Duval,FL,Passenger,1,2,3,362,365,0.82
July 31 2023,Ada,ID,Passenger,3,0,3,133,136,2.21
February 28 2017,Wahkiakum,WA,Passenger,0,1,1,2843,2844,0.04
October 31 2019,New Haven,CT,Passenger,0,2,2,46,48,4.17
December 31 2023,Marin,CA,Passenger,1,1,2,31,33,6.06
February 28 2019,Collin,TX,Passenger,1,1,2,155,157,1.27
June 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
January 31 2023,Thurston,WA,Passenger,2691,1141,3832,191226,195058,1.96
October 31 2018,Skamania,WA,Passenger,18,12,30,8720,8750,0.34
November 30 2023,Spokane,WA,Truck,54,0,54,101630,101684,0.05
September 30 2018,Clackamas,OR,Passenger,0,1,1,225,226,0.44
February 28 2017,Orange,CA,Passenger,2,1,3,687,690,0.43
April 30 2024,Hoke,NC,Passenger,1,0,1,59,60,1.67
February 28 2021,Salt Lake,UT,Passenger,1,1,2,195,197,1.02
June 30 2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.70
July 31 2020,Island,WA,Passenger,430,273,703,62741,63444,1.11
December 31 2023,Orange,CA,Passenger,8,2,10,333,343,2.92
June 30 2018,Queens,NY,Passenger,1,0,1,63,64,1.56
January 31 2024,Moore,NC,Passenger,0,1,1,101,102,0.98
November 30 2023,Marin,CA,Passenger,1,1,2,30,32,6.25
February 29 2024,Marin,CA,Truck,1,0,1,5,6,16.67
January 31 2022,St. Mary's,MD,Passenger,1,0,1,206,207,0.48
January 31 2018,San Juan,WA,Truck,0,0,0,5643,5643,0.00
February 28 2018,Nassau,NY,Passenger,1,0,1,40,41,2.44
July 31 2017,Tarrant,TX,Passenger,1,0,1,244,245,0.41
April 30 2020,Pinal,AZ,Passenger,1,0,1,203,204,0.49
September 30 2021,Harford,MD,Passenger,0,1,1,57,58,1.72
June 30 2018,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
April 30 2022,Lake,IN,Passenger,0,1,1,10,11,9.09
April 30 2023,Spokane,WA,Passenger,2157,1027,3184,321464,324648,0.98
October 31 2020,Utah,UT,Passenger,0,1,1,143,144,0.69
November 30 2021,San Bernardino,CA,Passenger,1,1,2,392,394,0.51
December 31 2018,Travis,TX,Passenger,2,1,3,213,216,1.39
November 30 2023,Okanogan,WA,Truck,8,0,8,16344,16352,0.05
February 28 2021,Cumberland,NC,Passenger,1,2,3,452,455,0.66
March 31 2019,Orange,CA,Passenger,5,1,6,561,567,1.06
January 31 2017,Shelby,TN,Passenger,0,1,1,117,118,0.85
July 31 2023,Garfield,WA,Truck,0,0,0,977,977,0.00
August 31 2024,Wake,NC,Passenger,5,1,6,67,73,8.22
July 31 2021,Kittitas,WA,Passenger,165,68,233,29962,30195,0.77
May 31 2019,Contra Costa,CA,Passenger,2,2,4,375,379,1.06
July 31 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
June 30 2023,Allen,IN,Passenger,1,0,1,12,13,7.69
September 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
October 31 2024,Otero,NM,Passenger,0,1,1,19,20,5.00
February 28 2017,Lewis,WA,Passenger,45,33,78,54967,55045,0.14
January 31 2017,Clark,NV,Passenger,1,4,5,947,952,0.53
July 31 2017,Madison,ID,Passenger,1,0,1,37,38,2.63
August 31 2020,Denver,CO,Passenger,1,0,1,120,121,0.83
February 28 2021,Chelan,WA,Truck,0,0,0,22858,22858,0.00
October 31 2020,Grant,WA,Truck,0,0,0,27374,27374,0.00
October 31 2021,Broward,FL,Passenger,2,0,2,111,113,1.77
March 31 2024,New Castle,DE,Passenger,1,0,1,16,17,5.88
April 30 2024,Brown,WI,Passenger,1,0,1,2,3,33.33
August 31 2020,Clallam,WA,Truck,1,0,1,21694,21695,0.00
April 30 2023,Kitsap,WA,Passenger,3057,1230,4287,175553,179840,2.38
June 30 2023,Sacramento,CA,Passenger,3,1,4,194,198,2.02
June 30 2018,Washoe,NV,Passenger,1,0,1,123,124,0.81
December 31 2019,Kern,CA,Passenger,0,1,1,221,222,0.45
June 30 2017,King,WA,Truck,8,1,9,187693,187702,0.00
August 31 2024,Franklin,WA,Passenger,494,195,689,62139,62828,1.10
December 31 2018,Moore,NC,Passenger,0,1,1,186,187,0.53
September 30 2020,Sarasota,FL,Passenger,2,0,2,36,38,5.26
August 31 2019,Collier,FL,Passenger,1,0,1,21,22,4.55
January 31 2021,Kitsap,WA,Truck,0,0,0,54262,54262,0.00
January 31 2023,Onslow,NC,Passenger,0,1,1,152,153,0.65
May 31 2023,Broward,FL,Passenger,1,0,1,67,68,1.47
May 31 2019,Grays Harbor,WA,Passenger,73,84,157,47827,47984,0.33
February 28 2023,Multnomah,OR,Passenger,2,2,4,517,521,0.77
June 30 2023,Multnomah,OR,Passenger,2,2,4,493,497,0.80
December 31 2023,Chelan,WA,Truck,40,0,40,23114,23154,0.17
August 31 2019,Dallas,TX,Passenger,1,0,1,218,219,0.46
June 30 2019,Valencia,NM,Passenger,1,0,1,9,10,10.00
January 31 2024,Orange,NC,Passenger,1,0,1,4,5,20.00
June 30 2021,Whitman,WA,Passenger,58,47,105,21954,22059,0.48
February 28 2023,Orange,CA,Passenger,12,3,15,397,412,3.64
May 31 2023,El Paso,TX,Passenger,4,1,5,307,312,1.60
February 29 2024,Virginia Beach,VA,Truck,1,0,1,100,101,0.99
November 30 2021,Richmond,NY,Passenger,1,0,1,2,3,33.33
January 31 2019,Sussex,NJ,Passenger,1,0,1,1,2,50.00
December 31 2022,Marion,OR,Passenger,1,0,1,92,93,1.08
February 28 2019,Ferry,WA,Truck,0,0,0,3592,3592,0.00
July 31 2020,Pinal,AZ,Passenger,1,0,1,195,196,0.51
October 31 2018,Juneau,AK,Passenger,0,1,1,46,47,2.13
April 30 2018,Travis,TX,Passenger,1,1,2,200,202,0.99
June 30 2023,Ada,ID,Passenger,3,0,3,137,140,2.14
November 30 2017,Albemarle,VA,Passenger,0,1,1,32,33,3.03
February 29 2020,Thurston,WA,Truck,0,0,0,55679,55679,0.00
June 30 2019,San Juan,WA,Truck,0,0,0,5865,5865,0.00
January 31 2023,Snohomish,WA,Passenger,10581,2788,13369,529494,542863,2.46
August 31 2019,Columbia,WA,Passenger,2,2,4,2456,2460,0.16
June 30 2021,Prince William,VA,Passenger,1,3,4,221,225,1.78
July 31 2023,Placer,CA,Passenger,1,0,1,75,76,1.32
November 30 2021,Sumter,SC,Passenger,0,1,1,32,33,3.03
September 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
March 31 2020,San Juan,WA,Passenger,291,86,377,14270,14647,2.57
November 30 2022,Washoe,NV,Passenger,1,0,1,64,65,1.54
February 28 2022,Carroll,NH,Passenger,0,1,1,4,5,20.00
July 31 2024,Clark,WA,Truck,222,0,222,80316,80538,0.28
January 31 2020,Clallam,WA,Passenger,203,163,366,50899,51265,0.71
February 28 2018,Douglas,WA,Passenger,43,33,76,27311,27387,0.28
March 31 2021,Douglas,WA,Passenger,87,47,134,28370,28504,0.47
July 31 2022,Cumberland,NC,Passenger,1,4,5,372,377,1.33
January 31 2024,Sarasota,FL,Passenger,1,0,1,27,28,3.57
December 31 2022,Hawaii,HI,Passenger,1,0,1,36,37,2.70
March 31 2020,Gwinnett,GA,Passenger,1,0,1,79,80,1.25
November 30 2017,Manatee,FL,Passenger,1,0,1,42,43,2.33
May 31 2020,Los Angeles,CA,Passenger,6,11,17,1047,1064,1.60
September 30 2020,Pima,AZ,Passenger,3,1,4,368,372,1.08
January 31 2024,Chesapeake,VA,Passenger,2,0,2,294,296,0.68
January 31 2023,Travis,TX,Passenger,2,3,5,106,111,4.50
March 31 2019,Ferry,WA,Truck,0,0,0,3594,3594,0.00
January 31 2021,Columbia,WA,Truck,0,0,0,1545,1545,0.00
December 31 2022,Essex,MA,Passenger,3,0,3,17,20,15.00
July 31 2022,Orange,NC,Passenger,1,0,1,8,9,11.11
September 30 2022,Chelan,WA,Truck,6,0,6,23062,23068,0.03
January 31 2019,St. Mary's,MD,Passenger,1,0,1,205,206,0.49
August 31 2024,Arapahoe,CO,Passenger,2,1,3,56,59,5.08
January 31 2024,Adams,CO,Passenger,1,0,1,23,24,4.17
October 31 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
April 30 2020,King,WA,Truck,5,1,6,181447,181453,0.00
October 31 2019,Pend Oreille,WA,Passenger,7,6,13,9485,9498,0.14
December 31 2017,Maui,HI,Passenger,1,0,1,67,68,1.47
April 30 2023,Chesterfield,VA,Passenger,1,0,1,40,41,2.44
February 28 2022,Allen,IN,Passenger,1,0,1,19,20,5.00
May 31 2024,Meade,KY,Passenger,1,0,1,17,18,5.56
April 30 2022,Cameron,TX,Passenger,1,0,1,25,26,3.85
September 30 2022,Snohomish,WA,Passenger,9061,2620,11681,530327,542008,2.16
June 30 2017,Lincoln,WA,Truck,0,0,0,4429,4429,0.00
September 30 2020,Denver,CO,Passenger,1,0,1,120,121,0.83
October 31 2024,Essex,NJ,Passenger,1,1,2,5,7,28.57
March 31 2017,Grays Harbor,WA,Passenger,27,26,53,44410,44463,0.12
September 30 2024,Pacific,WA,Passenger,126,119,245,15405,15650,1.57
September 30 2020,District of Columbia,DC,Passenger,1,1,2,184,186,1.08
June 30 2024,Harris,TX,Passenger,1,2,3,113,116,2.59
July 31 2019,Sarasota,FL,Passenger,1,0,1,35,36,2.78
September 30 2022,Lincoln,OR,Passenger,0,1,1,28,29,3.45
April 30 2018,Stevens,WA,Passenger,10,24,34,31582,31616,0.11
July 31 2019,Chelan,WA,Truck,0,0,0,22342,22342,0.00
February 28 2018,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
June 30 2017,Orleans,LA,Passenger,0,1,1,46,47,2.13
April 30 2024,Brevard,FL,Passenger,1,0,1,57,58,1.72
January 31 2023,Howard,MD,Passenger,0,2,2,61,63,3.17
March 31 2021,Grays Harbor,WA,Passenger,150,131,281,48994,49275,0.57
April 30 2023,Marion,OR,Passenger,1,0,1,82,83,1.20
November 30 2021,Rogers,OK,Passenger,1,0,1,8,9,11.11
February 28 2023,Montgomery,MD,Passenger,5,3,8,205,213,3.76
January 31 2018,,,Passenger,3,1,4,430,434,0.92
October 31 2022,Autauga,AL,Passenger,2,0,2,14,16,12.50
January 31 2019,Boulder,CO,Passenger,1,0,1,53,54,1.85
February 28 2021,Fort Bend,TX,Passenger,1,0,1,40,41,2.44
December 31 2018,Stevens,WA,Passenger,17,27,44,31769,31813,0.14
June 30 2017,San Mateo,CA,Passenger,0,1,1,153,154,0.65
April 30 2022,Geary,KS,Passenger,1,0,1,93,94,1.06
January 31 2018,Montgomery,PA,Passenger,1,0,1,33,34,2.94
August 31 2018,Santa Clara,CA,Passenger,8,0,8,388,396,2.02
November 30 2019,Lee,FL,Passenger,1,0,1,54,55,1.82
March 31 2023,Cascade,MT,Passenger,0,1,1,32,33,3.03
January 31 2020,Guadalupe,TX,Passenger,1,0,1,72,73,1.37
January 31 2018,Spokane,WA,Truck,1,0,1,91722,91723,0.00
March 31 2017,Douglas,WA,Passenger,29,19,48,26584,26632,0.18
March 31 2023,Anchorage,AK,Passenger,1,0,1,120,121,0.83
November 30 2021,Palm Beach,FL,Passenger,1,1,2,67,69,2.90
April 30 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
June 30 2018,San Francisco,CA,Passenger,1,2,3,132,135,2.22
June 30 2018,Klamath,OR,Passenger,1,0,1,37,38,2.63
January 31 2020,Eagle,CO,Passenger,1,0,1,6,7,14.29
February 29 2020,Whatcom,WA,Passenger,1043,486,1529,151513,153042,1.00
September 30 2023,Skagit,WA,Passenger,1236,449,1685,88611,90296,1.87
April 30 2017,Hawaii,HI,Passenger,1,0,1,87,88,1.14
September 30 2024,Houston,GA,Passenger,1,0,1,27,28,3.57
April 30 2023,Plaquemines,LA,Passenger,1,1,2,20,22,9.09
December 31 2022,Autauga,AL,Passenger,2,0,2,13,15,13.33
October 31 2020,Bucks,PA,Passenger,1,0,1,23,24,4.17
December 31 2022,Columbia,OR,Passenger,1,0,1,13,14,7.14
April 30 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
September 30 2017,Essex,NJ,Passenger,1,0,1,15,16,6.25
August 31 2020,Asotin,WA,Passenger,17,14,31,12344,12375,0.25
April 30 2018,Asotin,WA,Passenger,8,6,14,12632,12646,0.11
March 31 2020,Whitman,WA,Truck,0,0,0,8549,8549,0.00
July 31 2021,Alexandria,VA,Passenger,3,0,3,120,123,2.44
March 31 2022,Broward,FL,Passenger,2,0,2,100,102,1.96
January 31 2021,Dakota,MN,Passenger,0,1,1,27,28,3.57
February 28 2019,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
December 31 2020,Klamath,OR,Passenger,1,0,1,35,36,2.78
June 30 2021,Oldham,KY,Passenger,0,1,1,5,6,16.67
August 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
February 28 2017,Saratoga,NY,Passenger,1,1,2,77,79,2.53
March 31 2023,Honolulu,HI,Passenger,4,3,7,342,349,2.01
October 31 2019,Ada,ID,Passenger,0,2,2,321,323,0.62
April 30 2020,Franklin,WA,Truck,0,0,0,19837,19837,0.00
October 31 2018,Clark,NV,Passenger,3,3,6,757,763,0.79
May 31 2019,Norfolk,VA,Passenger,2,2,4,337,341,1.17
February 28 2023,San Mateo,CA,Passenger,2,0,2,83,85,2.35
October 31 2017,St. Clair,IL,Passenger,0,1,1,165,166,0.60
April 30 2021,Garfield,WA,Truck,0,0,0,1004,1004,0.00
March 31 2020,Richland,SC,Passenger,0,1,1,153,154,0.65
May 31 2018,Island,WA,Passenger,187,178,365,62397,62762,0.58
August 31 2021,Essex,MA,Passenger,1,0,1,20,21,4.76
April 30 2024,Portsmouth,VA,Passenger,0,2,2,56,58,3.45
January 31 2024,Montgomery,PA,Passenger,1,0,1,18,19,5.26
June 30 2019,Wilson,TX,Passenger,0,1,1,7,8,12.50
March 31 2019,Jefferson,CO,Passenger,0,2,2,58,60,3.33
April 30 2021,Harnett,NC,Passenger,1,1,2,193,195,1.03
October 31 2021,Benton,WA,Passenger,593,425,1018,135845,136863,0.74
May 31 2017,Whatcom,WA,Truck,2,0,2,41509,41511,0.00
August 31 2024,Riverside,CA,Passenger,4,0,4,332,336,1.19
September 30 2023,San Mateo,CA,Passenger,3,0,3,68,71,4.23
